Abbreviation,GrandPrix,Year,Q1,Q2,Q3,Q1_gap,Q2_gap,Q3_gap
\N,German Grand Prix,1995,1:46.221,\N,\N,1.8360000000000127,1.8910800000000165,1.9289016000000032
\N,German Grand Prix,1995,1:46.315,\N,\N,1.9300000000000068,1.9879000000000104,2.0276580000000024
\N,German Grand Prix,1995,1:46.356,\N,\N,1.9710000000000036,2.0301299999999998,2.0707325999999995
\N,German Grand Prix,1995,1:46.801,\N,\N,2.416000000000011,2.48848000000001,2.5382496000000003
\N,German Grand Prix,1995,1:47.372,\N,\N,2.987000000000009,3.0766100000000023,3.13814219999999
\N,German Grand Prix,1995,1:47.507,\N,\N,3.122000000000014,3.215660000000014,3.2799732000000006
\N,German Grand Prix,1995,1:47.636,\N,\N,3.2510000000000048,3.3485299999999967,3.4155005999999872
\N,German Grand Prix,1995,1:48.093,\N,\N,3.7080000000000126,3.8192400000000077,3.8956248000000073
BAD,German Grand Prix,1995,1:49.302,\N,\N,4.917000000000002,5.0645099999999985,5.1658001999999925
\N,German Grand Prix,1995,1:49.402,\N,\N,5.01700000000001,5.167510000000007,5.270860200000001
\N,German Grand Prix,1995,1:49.716,\N,\N,5.331000000000017,5.49093000000002,5.600748600000017
\N,German Grand Prix,1995,1:49.892,\N,\N,5.507000000000005,5.672210000000007,5.785654199999996
\N,German Grand Prix,1995,1:49.990,\N,\N,5.605000000000018,5.773150000000015,5.8886130000000065
\N,German Grand Prix,1995,1:52.961,\N,\N,8.576000000000008,8.833280000000002,9.009945599999995
\N,German Grand Prix,1995,1:53.405,\N,\N,9.02000000000001,9.290600000000012,9.47641200000001
\N,German Grand Prix,1995,1:53.492,\N,\N,9.107,9.380209999999991,9.567814199999987
\N,German Grand Prix,1995,1:54.625,\N,\N,10.240000000000009,10.547200000000004,10.758144000000001
\N,Hungarian Grand Prix,1995,1:16.982,\N,\N,0.0,0.0,0.0
COU,Hungarian Grand Prix,1995,1:17.366,\N,\N,0.38400000000000034,0.39552000000000476,0.40343040000000485
MSC,Hungarian Grand Prix,1995,1:17.558,\N,\N,0.5759999999999934,0.5932799999999929,0.605145599999986
\N,Hungarian Grand Prix,1995,1:18.059,\N,\N,1.0769999999999982,1.1093099999999936,1.1314961999999866
\N,Hungarian Grand Prix,1995,1:18.363,\N,\N,1.3810000000000002,1.4224300000000056,1.4508785999999958
\N,Hungarian Grand Prix,1995,1:18.968,\N,\N,1.9860000000000042,2.045580000000001,2.0864916000000022
\N,Hungarian Grand Prix,1995,1:19.499,\N,\N,2.516999999999996,2.59250999999999,2.64436019999998
\N,Hungarian Grand Prix,1995,1:19.748,\N,\N,2.7660000000000053,2.8489800000000116,2.9059596000000028
\N,Hungarian Grand Prix,1995,1:20.072,\N,\N,3.0900000000000034,3.182700000000011,3.246354000000011
\N,Hungarian Grand Prix,1995,1:20.160,\N,\N,3.1779999999999973,3.2733400000000046,3.3388068000000004
\N,Hungarian Grand Prix,1995,1:20.413,\N,\N,3.4309999999999974,3.533929999999998,3.6046085999999917
BAD,Hungarian Grand Prix,1995,1:20.543,\N,\N,3.561000000000007,3.6678300000000092,3.741186600000006
\N,Hungarian Grand Prix,1995,1:20.640,\N,\N,3.6580000000000013,3.7677400000000034,3.843094800000003
BAR,Hungarian Grand Prix,1995,1:20.902,\N,\N,3.9200000000000017,4.037599999999998,4.118351999999987
\N,Hungarian Grand Prix,1995,1:21.156,\N,\N,4.174000000000007,4.299220000000005,4.385204400000006
\N,Hungarian Grand Prix,1995,1:21.624,\N,\N,4.641999999999996,4.781260000000003,4.876885200000004
\N,Hungarian Grand Prix,1995,1:21.702,\N,\N,4.719999999999999,4.861599999999996,4.958831999999987
\N,Hungarian Grand Prix,1995,1:22.081,\N,\N,5.099000000000004,5.25197,5.3570093999999955
\N,Hungarian Grand Prix,1995,1:22.161,\N,\N,5.179000000000002,5.334370000000007,5.441057400000005
\N,Hungarian Grand Prix,1995,1:23.275,\N,\N,6.293000000000006,6.481790000000004,6.611425799999992
\N,Hungarian Grand Prix,1995,1:24.351,\N,\N,7.369,7.590069999999997,7.741871399999994
\N,Hungarian Grand Prix,1995,1:24.371,\N,\N,7.388999999999996,7.610669999999999,7.762883399999993
\N,Hungarian Grand Prix,1995,1:24.695,\N,\N,7.712999999999994,7.9443899999999985,8.1032778
\N,Hungarian Grand Prix,1995,1:26.570,\N,\N,9.587999999999994,9.87563999999999,10.073152799999988
\N,Belgian Grand Prix,1995,1:54.392,\N,\N,0.0,0.0,0.0
\N,Belgian Grand Prix,1995,1:54.631,\N,\N,0.23900000000000432,0.24617000000000644,0.251093400000002
\N,Belgian Grand Prix,1995,1:55.435,\N,\N,1.0430000000000064,1.074290000000019,1.0957758000000126
\N,Belgian Grand Prix,1995,1:56.085,\N,\N,1.693000000000012,1.7437900000000184,1.778665800000013
COU,Belgian Grand Prix,1995,1:56.254,\N,\N,1.8619999999999948,1.9178600000000046,1.9562171999999975
\N,Belgian Grand Prix,1995,1:56.622,\N,\N,2.230000000000004,2.296900000000008,2.3428380000000004
\N,Belgian Grand Prix,1995,1:57.001,\N,\N,2.609000000000009,2.6872700000000123,2.741015400000009
\N,Belgian Grand Prix,1995,1:57.768,\N,\N,3.3760000000000048,3.4772800000000075,3.5468256000000054
\N,Belgian Grand Prix,1995,1:58.021,\N,\N,3.629000000000005,3.737870000000015,3.812627400000011
\N,Belgian Grand Prix,1995,1:58.148,\N,\N,3.7560000000000002,3.868680000000012,3.9460536000000133
\N,Belgian Grand Prix,1995,1:58.224,\N,\N,3.8319999999999936,3.9469600000000042,4.025899199999998
BAR,Belgian Grand Prix,1995,1:58.293,\N,\N,3.9010000000000105,4.01803000000001,4.098390600000002
\N,Belgian Grand Prix,1995,1:58.314,\N,\N,3.921999999999997,4.039659999999998,4.1204532
\N,Belgian Grand Prix,1995,1:58.356,\N,\N,3.9639999999999986,4.082920000000001,4.164578399999996
\N,Belgian Grand Prix,1995,1:58.551,\N,\N,4.159000000000006,4.283770000000018,4.369445400000018
MSC,Belgian Grand Prix,1995,1:59.079,\N,\N,4.687000000000012,4.827610000000021,4.924162200000012
\N,Belgian Grand Prix,1995,1:59.256,\N,\N,4.864000000000004,5.009920000000008,5.110118400000005
\N,Belgian Grand Prix,1995,2:00.990,\N,\N,6.597999999999999,6.795940000000002,6.9318588000000005
BAD,Belgian Grand Prix,1995,2:01.013,\N,\N,6.621000000000009,6.819630000000018,6.956022600000011
\N,Belgian Grand Prix,1995,2:01.685,\N,\N,7.293000000000006,7.511790000000019,7.662025800000009
\N,Belgian Grand Prix,1995,2:02.405,\N,\N,8.013000000000005,8.25339000000001,8.418457799999999
\N,Belgian Grand Prix,1995,2:03.817,\N,\N,9.425000000000011,9.707750000000019,9.901905000000028
\N,Belgian Grand Prix,1995,2:06.407,\N,\N,12.015,12.37545,12.622959000000009
\N,Belgian Grand Prix,1995,2:09.537,\N,\N,15.14500000000001,15.599350000000015,15.911337000000003
COU,Italian Grand Prix,1995,1:24.462,\N,\N,0.0,0.0,0.0
MSC,Italian Grand Prix,1995,1:25.026,\N,\N,0.563999999999993,0.5809199999999919,0.5925383999999809
\N,Italian Grand Prix,1995,1:25.353,\N,\N,0.8910000000000053,0.9177300000000059,0.9360846000000009
\N,Italian Grand Prix,1995,1:25.699,\N,\N,1.2369999999999948,1.2741099999999932,1.2995921999999922
\N,Italian Grand Prix,1995,1:25.707,\N,\N,1.2449999999999903,1.2823499999999939,1.307996999999986
BAR,Italian Grand Prix,1995,1:25.919,\N,\N,1.4569999999999936,1.500709999999998,1.5307241999999945
\N,Italian Grand Prix,1995,1:25.920,\N,\N,1.4579999999999984,1.501739999999998,1.5317747999999938
\N,Italian Grand Prix,1995,1:26.433,\N,\N,1.9709999999999894,2.0301299999999856,2.0707325999999853
\N,Italian Grand Prix,1995,1:26.472,\N,\N,2.010000000000005,2.070300000000003,2.111705999999998
\N,Italian Grand Prix,1995,1:26.541,\N,\N,2.0789999999999935,2.141369999999995,2.184197399999988
\N,Italian Grand Prix,1995,1:27.067,\N,\N,2.605000000000004,2.6831499999999977,2.736812999999998
\N,Italian Grand Prix,1995,1:27.271,\N,\N,2.8089999999999975,2.893270000000001,2.9511353999999983
\N,Italian Grand Prix,1995,1:27.384,\N,\N,2.921999999999997,3.0096599999999967,3.069853199999997
\N,Italian Grand Prix,1995,1:28.741,\N,\N,4.278999999999996,4.40737,4.495517399999997
\N,Italian Grand Prix,1995,1:28.870,\N,\N,4.408000000000001,4.540239999999997,4.631044799999998
\N,Italian Grand Prix,1995,1:29.028,\N,\N,4.565999999999988,4.702979999999982,4.797039599999977
\N,Italian Grand Prix,1995,1:29.287,\N,\N,4.825000000000003,4.969750000000005,5.069144999999992
BAD,Italian Grand Prix,1995,1:29.559,\N,\N,5.096999999999994,5.249909999999986,5.354908199999983
\N,Italian Grand Prix,1995,1:29.936,\N,\N,5.474000000000004,5.638220000000004,5.750984399999993
\N,Italian Grand Prix,1995,1:30.515,\N,\N,6.052999999999997,6.234589999999997,6.359281799999991
\N,Italian Grand Prix,1995,1:30.721,\N,\N,6.259,6.446770000000001,6.57570539999999
\N,Italian Grand Prix,1995,1:30.834,\N,\N,6.372,6.563159999999996,6.694423199999989
\N,Italian Grand Prix,1995,1:32.102,\N,\N,7.640000000000001,7.869199999999992,8.026583999999986
\N,Italian Grand Prix,1995,1:32.470,\N,\N,8.007999999999996,8.248239999999996,8.413204799999988
COU,Portuguese Grand Prix,1995,1:20.537,\N,\N,0.0,0.0,0.0
\N,Portuguese Grand Prix,1995,1:20.905,\N,\N,0.367999999999995,0.37903999999998916,0.38662079999998866
MSC,Portuguese Grand Prix,1995,1:21.301,\N,\N,0.7639999999999958,0.786919999999995,0.8026583999999843
\N,Portuguese Grand Prix,1995,1:21.970,\N,\N,1.4329999999999927,1.475989999999996,1.5055097999999845
\N,Portuguese Grand Prix,1995,1:22.226,\N,\N,1.688999999999993,1.7396699999999896,1.7744633999999877
\N,Portuguese Grand Prix,1995,1:22.322,\N,\N,1.7849999999999966,1.838549999999998,1.8753209999999854
\N,Portuguese Grand Prix,1995,1:22.391,\N,\N,1.853999999999985,1.9096199999999897,1.9478123999999895
BAR,Portuguese Grand Prix,1995,1:22.538,\N,\N,2.0009999999999906,2.061029999999988,2.1022505999999765
\N,Portuguese Grand Prix,1995,1:22.588,\N,\N,2.0509999999999877,2.1125299999999925,2.154780599999981
\N,Portuguese Grand Prix,1995,1:22.831,\N,\N,2.293999999999997,2.3628199999999993,2.410076399999994
\N,Portuguese Grand Prix,1995,1:22.904,\N,\N,2.3669999999999902,2.4380099999999914,2.486770199999981
\N,Portuguese Grand Prix,1995,1:22.914,\N,\N,2.3769999999999953,2.448309999999992,2.4972761999999875
\N,Portuguese Grand Prix,1995,1:23.064,\N,\N,2.526999999999987,2.602809999999991,2.6548661999999865
\N,Portuguese Grand Prix,1995,1:23.934,\N,\N,3.3969999999999914,3.498909999999995,3.5688881999999893
\N,Portuguese Grand Prix,1995,1:23.936,\N,\N,3.399000000000001,3.5009699999999953,3.5709893999999878
\N,Portuguese Grand Prix,1995,1:24.287,\N,\N,3.75,3.862499999999997,3.9397499999999894
\N,Portuguese Grand Prix,1995,1:24.657,\N,\N,4.11999999999999,4.2435999999999865,4.328471999999977
BAD,Portuguese Grand Prix,1995,1:24.778,\N,\N,4.2409999999999854,4.368229999999983,4.455594599999969
\N,Portuguese Grand Prix,1995,1:24.883,\N,\N,4.345999999999989,4.476379999999992,4.5659075999999885
\N,Portuguese Grand Prix,1995,1:25.179,\N,\N,4.641999999999996,4.781259999999989,4.876885199999975
\N,Portuguese Grand Prix,1995,1:26.172,\N,\N,5.634999999999991,5.8040499999999895,5.920130999999984
\N,Portuguese Grand Prix,1995,1:27.292,\N,\N,6.7549999999999955,6.957650000000001,7.096802999999994
\N,Portuguese Grand Prix,1995,1:27.523,\N,\N,6.98599999999999,7.1955799999999925,7.339491599999988
\N,Portuguese Grand Prix,1995,1:32.769,\N,\N,12.232,12.598960000000005,12.8509392
COU,European Grand Prix,1995,1:18.738,\N,\N,0.0,0.0,0.0
\N,European Grand Prix,1995,1:18.972,\N,\N,0.23400000000000887,0.24102000000002022,0.24584040000002005
MSC,European Grand Prix,1995,1:19.150,\N,\N,0.41200000000000614,0.4243600000000072,0.43284719999999766
\N,European Grand Prix,1995,1:19.821,\N,\N,1.0829999999999984,1.1154900000000083,1.1377998000000105
\N,European Grand Prix,1995,1:20.488,\N,\N,1.75,1.802500000000009,1.8385500000000121
\N,European Grand Prix,1995,1:20.510,\N,\N,1.7720000000000056,1.825160000000011,1.8616632000000095
\N,European Grand Prix,1995,1:20.653,\N,\N,1.914999999999992,1.972449999999995,2.0118989999999854
\N,European Grand Prix,1995,1:20.749,\N,\N,2.0109999999999957,2.0713300000000032,2.1127565999999973
\N,European Grand Prix,1995,1:20.866,\N,\N,2.128,2.191839999999999,2.235676799999993
\N,European Grand Prix,1995,1:20.909,\N,\N,2.1709999999999923,2.236130000000003,2.280852600000003
BAR,European Grand Prix,1995,1:21.211,\N,\N,2.472999999999999,2.5471900000000005,2.5981337999999994
\N,European Grand Prix,1995,1:21.541,\N,\N,2.8029999999999973,2.8870900000000006,2.944831800000003
\N,European Grand Prix,1995,1:22.059,\N,\N,3.320999999999998,3.4206300000000027,3.4890426000000048
\N,European Grand Prix,1995,1:22.062,\N,\N,3.323999999999998,3.423720000000003,3.4921944000000025
\N,European Grand Prix,1995,1:23.058,\N,\N,4.319999999999993,4.449600000000004,4.538591999999994
\N,European Grand Prix,1995,1:23.328,\N,\N,4.590000000000003,4.727700000000013,4.822254000000015
\N,European Grand Prix,1995,1:23.689,\N,\N,4.950999999999993,5.0995300000000015,5.201520599999995
BAD,European Grand Prix,1995,1:23.760,\N,\N,5.022000000000006,5.172660000000008,5.276113200000012
\N,European Grand Prix,1995,1:24.286,\N,\N,5.548000000000002,5.71444000000001,5.8287288000000075
\N,European Grand Prix,1995,1:24.696,\N,\N,5.957999999999998,6.136740000000003,6.259474800000007
\N,European Grand Prix,1995,1:24.900,\N,\N,6.162000000000006,6.346860000000007,6.473797200000007
\N,European Grand Prix,1995,1:25.157,\N,\N,6.418999999999997,6.61157,6.743801399999995
\N,European Grand Prix,1995,1:26.098,\N,\N,7.359999999999999,7.580800000000011,7.732416000000015
\N,European Grand Prix,1995,1:27.853,\N,\N,9.115000000000009,9.38845000000002,9.576219000000023
COU,Pacific Grand Prix,1995,1:14.013,\N,\N,0.0,0.0,0.0
\N,Pacific Grand Prix,1995,1:14.213,\N,\N,0.19999999999998863,0.20599999999997465,0.210119999999975
MSC,Pacific Grand Prix,1995,1:14.284,\N,\N,0.2710000000000008,0.279129999999995,0.28471259999999177
\N,Pacific Grand Prix,1995,1:14.919,\N,\N,0.9059999999999917,0.9331799999999788,0.9518435999999753
\N,Pacific Grand Prix,1995,1:14.974,\N,\N,0.9609999999999985,0.9898299999999978,1.00962659999999
\N,Pacific Grand Prix,1995,1:15.354,\N,\N,1.340999999999994,1.381229999999988,1.4088545999999837
\N,Pacific Grand Prix,1995,1:15.556,\N,\N,1.5429999999999922,1.5892899999999912,1.6210757999999856
\N,Pacific Grand Prix,1995,1:15.561,\N,\N,1.5480000000000018,1.5944399999999916,1.626328799999996
\N,Pacific Grand Prix,1995,1:15.621,\N,\N,1.6079999999999899,1.6562399999999826,1.6893647999999786
\N,Pacific Grand Prix,1995,1:15.652,\N,\N,1.6389999999999958,1.6881699999999853,1.7219333999999833
BAR,Pacific Grand Prix,1995,1:15.774,\N,\N,1.7609999999999957,1.8138299999999958,1.8501065999999895
MAG,Pacific Grand Prix,1995,1:16.339,\N,\N,2.3259999999999934,2.395779999999988,2.443695599999984
\N,Pacific Grand Prix,1995,1:16.519,\N,\N,2.5060000000000002,2.581179999999989,2.6328035999999884
\N,Pacific Grand Prix,1995,1:16.596,\N,\N,2.5829999999999984,2.660489999999996,2.7136998000000006
\N,Pacific Grand Prix,1995,1:16.646,\N,\N,2.6329999999999956,2.711989999999986,2.7662297999999907
BAD,Pacific Grand Prix,1995,1:16.887,\N,\N,2.8739999999999952,2.9602199999999925,3.0194243999999912
\N,Pacific Grand Prix,1995,1:17.014,\N,\N,3.0009999999999906,3.0910299999999893,3.1528505999999936
\N,Pacific Grand Prix,1995,1:17.213,\N,\N,3.1999999999999886,3.295999999999978,3.3619199999999694
\N,Pacific Grand Prix,1995,1:18.114,\N,\N,4.100999999999999,4.224029999999999,4.308510599999991
\N,Pacific Grand Prix,1995,1:18.212,\N,\N,4.198999999999998,4.324969999999993,4.411469399999987
\N,Pacific Grand Prix,1995,1:19.579,\N,\N,5.5660000000000025,5.732979999999998,5.847639599999994
\N,Pacific Grand Prix,1995,1:19.745,\N,\N,5.731999999999999,5.903959999999998,6.022039199999995
\N,Pacific Grand Prix,1995,1:20.093,\N,\N,6.079999999999998,6.262399999999985,6.3876479999999844
\N,Pacific Grand Prix,1995,1:21.405,\N,\N,7.391999999999996,7.613759999999985,7.76603519999999
MSC,Japanese Grand Prix,1995,1:38.023,\N,\N,0.0,0.0,0.0
\N,Japanese Grand Prix,1995,1:38.888,\N,\N,0.8650000000000091,0.8909500000000037,0.9087689999999924
\N,Japanese Grand Prix,1995,1:38.954,\N,\N,0.9310000000000116,0.9589300000000094,0.9781085999999988
\N,Japanese Grand Prix,1995,1:39.032,\N,\N,1.0090000000000003,1.039270000000002,1.060055399999996
\N,Japanese Grand Prix,1995,1:39.040,\N,\N,1.016999999999996,1.0475099999999884,1.0684601999999757
COU,Japanese Grand Prix,1995,1:39.155,\N,\N,1.132000000000005,1.1659599999999983,1.1892791999999872
\N,Japanese Grand Prix,1995,1:39.621,\N,\N,1.5980000000000132,1.6459400000000102,1.6788588000000004
\N,Japanese Grand Prix,1995,1:40.010,\N,\N,1.9869999999999948,2.046609999999987,2.0875421999999872
\N,Japanese Grand Prix,1995,1:40.349,\N,\N,2.3259999999999934,2.395779999999988,2.443695599999984
BAR,Japanese Grand Prix,1995,1:40.381,\N,\N,2.358000000000004,2.428740000000005,2.477314800000002
\N,Japanese Grand Prix,1995,1:40.838,\N,\N,2.8149999999999977,2.8994500000000016,2.9574389999999937
\N,Japanese Grand Prix,1995,1:41.355,\N,\N,3.3319999999999936,3.4319599999999895,3.500599199999982
\N,Japanese Grand Prix,1995,1:41.592,\N,\N,3.5690000000000026,3.6760699999999957,3.7495913999999857
\N,Japanese Grand Prix,1995,1:41.977,\N,\N,3.9540000000000077,4.072620000000001,4.15407239999999
\N,Japanese Grand Prix,1995,1:42.059,\N,\N,4.036000000000001,4.1570799999999934,4.240221599999984
\N,Japanese Grand Prix,1995,1:42.912,\N,\N,4.88900000000001,5.03567000000001,5.1363834
\N,Japanese Grand Prix,1995,1:43.102,\N,\N,5.079000000000008,5.2313700000000125,5.335997400000011
BAD,Japanese Grand Prix,1995,1:43.542,\N,\N,5.5190000000000055,5.684570000000008,5.798261400000001
\N,Japanese Grand Prix,1995,1:44.074,\N,\N,6.051000000000002,6.232529999999997,6.357180599999992
\N,Japanese Grand Prix,1995,1:46.097,\N,\N,8.074000000000012,8.316220000000015,8.482544400000009
\N,Japanese Grand Prix,1995,1:46.654,\N,\N,8.631,8.889929999999993,9.067728599999981
\N,Japanese Grand Prix,1995,1:48.267,\N,\N,10.244,10.551320000000004,10.762346399999998
\N,Japanese Grand Prix,1995,1:48.289,\N,\N,10.266000000000005,10.573980000000006,10.785459599999996
\N,Japanese Grand Prix,1995,16:42.640,\N,\N,904.617,931.75551,950.3906202
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
COU,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
MSC,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
BAR,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
BAD,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Australian Grand Prix,1995,\N,\N,\N,0.0,0.0,0.0
\N,Brazilian Grand Prix,1994,1:15.962,\N,\N,0.0,0.0,0.0
MSC,Brazilian Grand Prix,1994,1:16.290,\N,\N,0.32799999999998875,0.3378399999999857,0.3445967999999766
\N,Brazilian Grand Prix,1994,1:17.385,\N,\N,1.4230000000000018,1.465689999999995,1.4950037999999921
\N,Brazilian Grand Prix,1994,1:17.554,\N,\N,1.5919999999999987,1.6397599999999954,1.6725551999999908
\N,Brazilian Grand Prix,1994,1:17.806,\N,\N,1.843999999999994,1.8993199999999888,1.9373063999999829
\N,Brazilian Grand Prix,1994,1:17.866,\N,\N,1.9039999999999964,1.961119999999994,2.000342399999994
\N,Brazilian Grand Prix,1994,1:17.927,\N,\N,1.9649999999999892,2.023949999999985,2.0644289999999756
\N,Brazilian Grand Prix,1994,1:18.122,\N,\N,2.1599999999999966,2.2247999999999877,2.269295999999983
\N,Brazilian Grand Prix,1994,1:18.183,\N,\N,2.2209999999999894,2.2876299999999787,2.333382599999979
\N,Brazilian Grand Prix,1994,1:18.194,\N,\N,2.2319999999999993,2.298959999999994,2.3449391999999847
\N,Brazilian Grand Prix,1994,1:18.204,\N,\N,2.2420000000000044,2.3092599999999948,2.3554451999999912
\N,Brazilian Grand Prix,1994,1:18.246,\N,\N,2.283999999999992,2.352519999999984,2.3995703999999733
\N,Brazilian Grand Prix,1994,1:18.321,\N,\N,2.3589999999999947,2.4297699999999907,2.478365399999987
BAR,Brazilian Grand Prix,1994,1:18.414,\N,\N,2.451999999999998,2.5255599999999845,2.576071199999973
\N,Brazilian Grand Prix,1994,1:18.659,\N,\N,2.6969999999999885,2.7779099999999772,2.8334681999999702
\N,Brazilian Grand Prix,1994,1:18.751,\N,\N,2.7890000000000015,2.8726699999999994,2.9301233999999994
\N,Brazilian Grand Prix,1994,1:18.855,\N,\N,2.8930000000000007,2.979789999999994,3.039385799999991
\N,Brazilian Grand Prix,1994,1:18.864,\N,\N,2.902000000000001,2.989059999999995,3.048841199999984
\N,Brazilian Grand Prix,1994,1:19.304,\N,\N,3.3419999999999987,3.4422599999999903,3.5111051999999887
\N,Brazilian Grand Prix,1994,1:19.398,\N,\N,3.435999999999993,3.5390799999999842,3.6098615999999737
\N,Brazilian Grand Prix,1994,1:19.483,\N,\N,3.521000000000001,3.6266299999999916,3.6991625999999798
\N,Brazilian Grand Prix,1994,1:19.517,\N,\N,3.5549999999999926,3.6616499999999803,3.734882999999968
\N,Brazilian Grand Prix,1994,1:19.524,\N,\N,3.5619999999999976,3.668859999999995,3.742237199999991
\N,Brazilian Grand Prix,1994,1:19.975,\N,\N,4.012999999999991,4.133389999999977,4.216057799999973
\N,Brazilian Grand Prix,1994,1:20.729,\N,\N,4.766999999999996,4.9100099999999856,5.008210199999979
\N,Brazilian Grand Prix,1994,1:21.186,\N,\N,5.224000000000004,5.380719999999997,5.488334399999985
\N,Pacific Grand Prix,1994,1:10.218,\N,\N,0.0,0.0,0.0
MSC,Pacific Grand Prix,1994,1:10.440,\N,\N,0.2219999999999942,0.22866000000000497,0.2332332000000008
\N,Pacific Grand Prix,1994,1:10.771,\N,\N,0.5529999999999973,0.5695900000000051,0.5809818000000035
\N,Pacific Grand Prix,1994,1:11.683,\N,\N,1.4649999999999892,1.5089499999999987,1.5391289999999884
\N,Pacific Grand Prix,1994,1:11.744,\N,\N,1.5259999999999962,1.571780000000004,1.6032155999999986
\N,Pacific Grand Prix,1994,1:12.351,\N,\N,2.1329999999999956,2.1969899999999996,2.2409297999999893
\N,Pacific Grand Prix,1994,1:12.372,\N,\N,2.1539999999999964,2.2186200000000014,2.2629924000000017
BAR,Pacific Grand Prix,1994,1:12.409,\N,\N,2.1910000000000025,2.2567300000000046,2.301864600000002
\N,Pacific Grand Prix,1994,1:12.444,\N,\N,2.225999999999999,2.2927800000000076,2.3386356000000035
\N,Pacific Grand Prix,1994,1:12.554,\N,\N,2.3359999999999985,2.406080000000003,2.4542016000000046
\N,Pacific Grand Prix,1994,1:12.686,\N,\N,2.4680000000000035,2.5420400000000143,2.592880800000003
\N,Pacific Grand Prix,1994,1:12.751,\N,\N,2.5330000000000013,2.6089900000000057,2.661169799999996
\N,Pacific Grand Prix,1994,1:12.866,\N,\N,2.647999999999996,2.7274400000000014,2.7819887999999935
\N,Pacific Grand Prix,1994,1:13.013,\N,\N,2.7950000000000017,2.878850000000014,2.936427000000009
\N,Pacific Grand Prix,1994,1:13.016,\N,\N,2.798000000000002,2.8819400000000144,2.9395788000000067
\N,Pacific Grand Prix,1994,1:13.111,\N,\N,2.8930000000000007,2.9797900000000084,3.039385800000005
\N,Pacific Grand Prix,1994,1:13.529,\N,\N,3.310999999999993,3.410330000000002,3.478536599999998
\N,Pacific Grand Prix,1994,1:13.613,\N,\N,3.394999999999996,3.496850000000009,3.566787000000005
\N,Pacific Grand Prix,1994,1:13.855,\N,\N,3.6370000000000005,3.7461100000000016,3.8210321999999906
\N,Pacific Grand Prix,1994,1:13.932,\N,\N,3.7139999999999986,3.8254200000000083,3.9019284000000027
\N,Pacific Grand Prix,1994,1:14.101,\N,\N,3.8829999999999956,3.9994900000000086,4.079479800000001
\N,Pacific Grand Prix,1994,1:14.106,\N,\N,3.887999999999991,4.004639999999995,4.084732799999983
\N,Pacific Grand Prix,1994,1:14.424,\N,\N,4.206000000000003,4.332180000000008,4.418823599999996
\N,Pacific Grand Prix,1994,1:14.657,\N,\N,4.438999999999993,4.57217,4.6636133999999885
\N,Pacific Grand Prix,1994,1:14.748,\N,\N,4.530000000000001,4.665900000000008,4.759218000000004
\N,Pacific Grand Prix,1994,1:16.536,\N,\N,6.317999999999998,6.507540000000006,6.6376908000000014
\N,San Marino Grand Prix,1994,1:21.548,\N,\N,0.0,0.0,0.0
MSC,San Marino Grand Prix,1994,1:21.885,\N,\N,0.3370000000000033,0.3471100000000149,0.35405220000001236
\N,San Marino Grand Prix,1994,1:22.113,\N,\N,0.5649999999999977,0.5819500000000062,0.5935890000000086
\N,San Marino Grand Prix,1994,1:22.168,\N,\N,0.6200000000000045,0.6386000000000109,0.6513720000000092
\N,San Marino Grand Prix,1994,1:22.717,\N,\N,1.168999999999997,1.2040700000000015,1.2281514000000016
\N,San Marino Grand Prix,1994,1:22.841,\N,\N,1.2930000000000064,1.3317900000000122,1.3584258000000204
\N,San Marino Grand Prix,1994,1:23.119,\N,\N,1.570999999999998,1.6181300000000078,1.6504926000000069
